"location","date","new_cases"
"Brazil",2021-01-20,64477
"Brazil",2021-01-21,58950
"Brazil",2021-01-22,56605
"Brazil",2021-01-23,58298
"Brazil",2021-01-24,28519
"Brazil",2021-01-25,30530
"Brazil",2021-01-26,61608
"Brazil",2021-01-27,64772
"Brazil",2021-01-28,60760
"Brazil",2021-01-29,59503
"Brazil",2021-01-30,53114
"Brazil",2021-01-31,27900
"Brazil",2021-02-01,28490
"Brazil",2021-02-02,56278
"Brazil",2021-02-03,54414
"Brazil",2021-02-04,57107
"Brazil",2021-02-05,51690
"Brazil",2021-02-06,46310
"Brazil",2021-02-07,26162
"Brazil",2021-02-08,28586
"Brazil",2021-02-09,51217
"Brazil",2021-02-10,61108
"Brazil",2021-02-11,53604
"Brazil",2021-02-12,48942
"Brazil",2021-02-13,44856
"Brazil",2021-02-14,30723
"Brazil",2021-02-15,25808
"Brazil",2021-02-16,65284
"Brazil",2021-02-17,47225
"Brazil",2021-02-18,53479
"Brazil",2021-02-19,52157
"Brazil",2021-02-20,52371
"Brazil",2021-02-21,29485
"Brazil",2021-02-22,31846
"Brazil",2021-02-23,63585
"Brazil",2021-02-24,65386
"Brazil",2021-02-25,68279
"Brazil",2021-02-26,63395
"Brazil",2021-02-27,58418
"Brazil",2021-02-28,33365
"Brazil",2021-03-01,40385
"Brazil",2021-03-02,59695
"Brazil",2021-03-03,72899
"Brazil",2021-03-04,76022
"Brazil",2021-03-05,72505
"Brazil",2021-03-06,66904
"Brazil",2021-03-07,81684
"Brazil",2021-03-08,36585
"Brazil",2021-03-09,71294
"Brazil",2021-03-10,81467
"Brazil",2021-03-11,77071
"Brazil",2021-03-12,82471
"Brazil",2021-03-13,70343
"Brazil",2021-03-14,43448
"Brazil",2021-03-15,44314
"Brazil",2021-03-16,85645
"Brazil",2021-03-17,88652
"Brazil",2021-03-18,87926
"Brazil",2021-03-19,88259
"Brazil",2021-03-20,73154
"Brazil",2021-03-21,47445
"Brazil",2021-03-22,55970
"Brazil",2021-03-23,85208
"Brazil",2021-03-24,90906
"Brazil",2021-03-25,98261
"Brazil",2021-03-26,80346
"Brazil",2021-03-27,81703
"Brazil",2021-03-28,46958
"Brazil",2021-03-29,42615
"Brazil",2021-03-30,86441
"Brazil",2021-03-31,88725
"Brazil",2021-04-01,87773
"Brazil",2021-04-02,69375
"Brazil",2021-04-03,39355
"Brazil",2021-04-04,32318
"Brazil",2021-04-05,42674
"Brazil",2021-04-06,85132
"Brazil",2021-04-07,88696
"Brazil",2021-04-08,88555
"Brazil",2021-04-09,88110
"Brazil",2021-04-10,66552
"Brazil",2021-04-11,39175
"Brazil",2021-04-12,39650
"Brazil",2021-04-13,82661
"Brazil",2021-04-14,74606
"Brazil",2021-04-15,71183
"Brazil",2021-04-16,84387
"Brazil",2021-04-17,68565
"Brazil",2021-04-18,38838
"Brazil",2021-04-19,36522
"Brazil",2021-04-20,72643
"Brazil",2021-04-21,73988
"Brazil",2021-04-22,48108
"Brazil",2021-04-23,69281
"Brazil",2021-04-24,63781
"Brazil",2021-04-25,33641
"Brazil",2021-04-26,32398
"Brazil",2021-04-27,75844
"Brazil",2021-04-28,77279
"Brazil",2021-04-29,68614
"Brazil",2021-04-30,72008
"Brazil",2021-05-01,58292
"Brazil",2021-05-02,29288
"Brazil",2021-05-03,38989
"Brazil",2021-05-04,69535
"Brazil",2021-05-05,76372
"Brazil",2021-05-06,72290
"Brazil",2021-05-07,76844
"Brazil",2021-05-08,61761
"Brazil",2021-05-09,32720
"Brazil",2021-05-10,36301
"Brazil",2021-05-11,70106
"Brazil",2021-05-12,76248
"Brazil",2021-05-13,80030
"Brazil",2021-05-14,77914
"Brazil",2021-05-15,67351
"Brazil",2021-05-16,37564
"Brazil",2021-05-17,35598
"Brazil",2021-05-18,74805
"Brazil",2021-05-19,80263
"Brazil",2021-05-20,83387
"Brazil",2021-05-21,76631
"Brazil",2021-05-22,67896
"Brazil",2021-05-23,38495
"Brazil",2021-05-24,37480
"Brazil",2021-05-25,74041
"Brazil",2021-05-26,80245
"Brazil",2021-05-27,64531
"Brazil",2021-05-28,53888
"Brazil",2021-05-29,75863
"Brazil",2021-05-30,41449
"Brazil",2021-05-31,36607
"Brazil",2021-06-01,78913
"Brazil",2021-06-02,96278
"Brazil",2021-06-03,76067
"Brazil",2021-06-04,43171
"Brazil",2021-06-05,61667
"Brazil",2021-06-06,40343
"Brazil",2021-06-07,39716
"Brazil",2021-06-08,55713
"Brazil",2021-06-09,84867
"Brazil",2021-06-10,91244
"Brazil",2021-06-11,86312
"Brazil",2021-06-12,73773
"Brazil",2021-06-13,36984
"Brazil",2021-06-14,42692
"Brazil",2021-06-15,87141
"Brazil",2021-06-16,86528
"Brazil",2021-06-17,76492
"Brazil",2021-06-18,95444
"Brazil",2021-06-19,77934
"Brazil",2021-06-20,44587
"Brazil",2021-06-21,45410
"Brazil",2021-06-22,124248
"Brazil",2021-06-23,77396
"Brazil",2021-06-24,76624
"Brazil",2021-06-25,75061
"Brazil",2021-06-26,60665
"Brazil",2021-06-27,31980
"Brazil",2021-06-28,32059
"Brazil",2021-06-29,65956
"Brazil",2021-06-30,47143
"Brazil",2021-07-01,61130
"Brazil",2021-07-02,63572
"Brazil",2021-07-03,53733
"Brazil",2021-07-04,25462
"Brazil",2021-07-05,27935
"Brazil",2021-07-06,61683
"Brazil",2021-07-07,54167
"Brazil",2021-07-08,54147
"Brazil",2021-07-09,58452
"Brazil",2021-07-10,44121
"Brazil",2021-07-11,19147
"Brazil",2021-07-12,19233
"Brazil",2021-07-13,48566
"Brazil",2021-07-14,56097
"Brazil",2021-07-15,54398
"Brazil",2021-07-16,42915
"Brazil",2021-07-17,49030
"Brazil",2021-07-18,16747
"Brazil",2021-07-19,16756
"Brazil",2021-07-20,31149
"Brazil",2021-07-21,55836
"Brazil",2021-07-22,48681
"Brazil",2021-07-23,107120
"Brazil",2021-07-24,34648
"Brazil",2021-07-25,18256
"Brazil",2021-07-26,21442
"Brazil",2021-07-27,43591
"Brazil",2021-07-28,47049
"Brazil",2021-07-29,41321
"Brazil",2021-07-30,40378
"Brazil",2021-07-31,35088
"Brazil",2021-08-01,20353
"Brazil",2021-08-02,18875
"Brazil",2021-08-03,32496
"Brazil",2021-08-04,40537
"Brazil",2021-08-05,39484
"Brazil",2021-08-06,42671
"Brazil",2021-08-07,39533
"Brazil",2021-08-08,13894
"Brazil",2021-08-09,15542
"Brazil",2021-08-10,35462
"Brazil",2021-08-11,35443
"Brazil",2021-08-12,35858
"Brazil",2021-08-13,32995
"Brazil",2021-08-14,29302
"Brazil",2021-08-15,13767
"Brazil",2021-08-16,18190
"Brazil",2021-08-17,39006
"Brazil",2021-08-18,40171
"Brazil",2021-08-19,36013
"Brazil",2021-08-20,34213
"Brazil",2021-08-21,25322
"Brazil",2021-08-22,13945
"Brazil",2021-08-23,15654
"Brazil",2021-08-24,31809
"Brazil",2021-08-25,29979
"Brazil",2021-08-26,30923
"Brazil",2021-08-27,27756
"Brazil",2021-08-28,22947
"Brazil",2021-08-29,11263
"Brazil",2021-08-30,12801
"Brazil",2021-08-31,26846
"Brazil",2021-09-01,25748
"Brazil",2021-09-02,27023
"Brazil",2021-09-03,23604
"Brazil",2021-09-04,20325
"Brazil",2021-09-05,12661
"Brazil",2021-09-06,10172
"Brazil",2021-09-07,13604
"Brazil",2021-09-08,14182
"Brazil",2021-09-09,32823
"Brazil",2021-09-10,16455
"Brazil",2021-09-11,13762
"Brazil",2021-09-12,7861
"Brazil",2021-09-13,8648
"Brazil",2021-09-14,13571
"Brazil",2021-09-15,13276
"Brazil",2021-09-16,35447
"Brazil",2021-09-17,35337
"Brazil",2021-09-18,NA
"Brazil",2021-09-19,9175
"Brazil",2021-09-20,9285
"Brazil",2021-09-21,15380
"Brazil",2021-09-22,32583
"Brazil",2021-09-23,24917
"Brazil",2021-09-24,18665
"Brazil",2021-09-25,13863
"Brazil",2021-09-26,8856
"Brazil",2021-09-27,9345
"Brazil",2021-09-28,16884
"Brazil",2021-09-29,16885
"Brazil",2021-09-30,21951
"Brazil",2021-10-01,18062
"Brazil",2021-10-02,12386
"Brazil",2021-10-03,9153
"Brazil",2021-10-04,11518
"Brazil",2021-10-05,22145
"Brazil",2021-10-06,18546
"Brazil",2021-10-07,14616
"Brazil",2021-10-08,18535
"Brazil",2021-10-09,14804
"Brazil",2021-10-10,8412
"Brazil",2021-10-11,6993
"Brazil",2021-10-12,7355
"Brazil",2021-10-13,8372
"Brazil",2021-10-14,15232
"Brazil",2021-10-15,14298
"Brazil",2021-10-16,9761
"Brazil",2021-10-17,6185
"Brazil",2021-10-18,9319
"Brazil",2021-10-19,13233
"Brazil",2021-10-20,15708
"Brazil",2021-10-21,16986
"Brazil",2021-10-22,13398
"Brazil",2021-10-23,11905
"Brazil",2021-10-24,4536
"Brazil",2021-10-25,7827
"Brazil",2021-10-26,13345
"Brazil",2021-10-27,17124
"Brazil",2021-10-28,13686
"Brazil",2021-10-29,12681
"Brazil",2021-10-30,10012
"Brazil",2021-10-31,6130
"Brazil",2021-11-01,4626
"Brazil",2021-11-02,5918
"Brazil",2021-11-03,16310
"Brazil",2021-11-04,13247
"Brazil",2021-11-05,12998
"Brazil",2021-11-06,11173
"Brazil",2021-11-07,5661
"Brazil",2021-11-08,6881
"Brazil",2021-11-09,11810
"Brazil",2021-11-10,14980
"Brazil",2021-11-11,15538
"Brazil",2021-11-12,14599
"Brazil",2021-11-13,9358
"Brazil",2021-11-14,4302
"Brazil",2021-11-15,2743
"Brazil",2021-11-16,6568
"Brazil",2021-11-17,13112
"Brazil",2021-11-18,11402
"Brazil",2021-11-19,12373
"Brazil",2021-11-20,8215
"Brazil",2021-11-21,5088
"Brazil",2021-11-22,4141
"Brazil",2021-11-23,12440
"Brazil",2021-11-24,12254
"Brazil",2021-11-25,12283
"Brazil",2021-11-26,10879
"Brazil",2021-11-27,8309
"Brazil",2021-11-28,3536
"Brazil",2021-11-29,4489
"Brazil",2021-11-30,10285
"Brazil",2021-12-01,12282
"Brazil",2021-12-02,11931
"Brazil",2021-12-03,10622
"Brazil",2021-12-04,7407
"Brazil",2021-12-05,4693
"Brazil",2021-12-06,6017
"Brazil",2021-12-07,10136
"Brazil",2021-12-08,10132
"Brazil",2021-12-09,8753
"Brazil",2021-12-10,7065
"Brazil",2021-12-11,2684
"Brazil",2021-12-12,1615
"Brazil",2021-12-13,2770
"Brazil",2021-12-14,4379
"Brazil",2021-12-15,5078
"Brazil",2021-12-16,3661
"Brazil",2021-12-17,4363
"Brazil",2021-12-18,2381
"Brazil",2021-12-19,1458
"Brazil",2021-12-20,2639
"Brazil",2021-12-21,3734
"Brazil",2021-12-22,3226
"Brazil",2021-12-23,3774
"Brazil",2021-12-24,3680
"Brazil",2021-12-25,3674
"Brazil",2021-12-26,4969
"Brazil",2021-12-27,6952
"Brazil",2021-12-28,9052
"Brazil",2021-12-29,9761
"Brazil",2021-12-30,12618
"Brazil",2021-12-31,10190
"Brazil",2022-01-01,3782
"Brazil",2022-01-02,1806
"Brazil",2022-01-03,11654
"Brazil",2022-01-04,19171
"Brazil",2022-01-05,22852
"Brazil",2022-01-06,35826
"Brazil",2022-01-07,63292
"Brazil",2022-01-08,49303
"Brazil",2022-01-09,29658
"Brazil",2022-01-10,33921
"Brazil",2022-01-11,73255
"Brazil",2022-01-12,87873
"Brazil",2022-01-13,97945
"Brazil",2022-01-14,111112
"Brazil",2022-01-15,48562
"Brazil",2022-01-16,33277
"Brazil",2022-01-17,74381
"Brazil",2022-01-18,140342
"Brazil",2022-01-19,195541
"Brazil",2022-01-20,169786
"Brazil",2022-01-21,171321
"Brazil",2022-01-22,165110
"Brazil",2022-01-23,122796
"Brazil",2022-01-24,87627
"Brazil",2022-01-25,200290
"Brazil",2022-01-26,217771
"Brazil",2022-01-27,229702
"Brazil",2022-01-28,260806
"Brazil",2022-01-29,205597
"Brazil",2022-01-30,104449
"Brazil",2022-01-31,102883
"Brazil",2022-02-01,171251
"Brazil",2022-02-02,185964
"Brazil",2022-02-03,287149
"Brazil",2022-02-04,218560
"Brazil",2022-02-05,158092
"Brazil",2022-02-06,61853
"Brazil",2022-02-07,69615
"Brazil",2022-02-08,177483
"Brazil",2022-02-09,179417
"Brazil",2022-02-10,162636
"Brazil",2022-02-11,163786
"Brazil",2022-02-12,134950
"Brazil",2022-02-13,58618
"Brazil",2022-02-14,59363
"Brazil",2022-02-15,125201
"Brazil",2022-02-16,142528
"Brazil",2022-02-17,120123
"Brazil",2022-02-18,132119
"Brazil",2022-02-19,105129
"Brazil",2022-02-20,40813
"Brazil",2022-02-21,40278
"Brazil",2022-02-22,103493
"Brazil",2022-02-23,131385
"Brazil",2022-02-24,95899
"Brazil",2022-02-25,90436
"Brazil",2022-02-26,69881
"Brazil",2022-02-27,27242
"Brazil",2022-02-28,19777
"Brazil",2022-03-01,22279
"Brazil",2022-03-02,27645
"Brazil",2022-03-03,60177
"Brazil",2022-03-04,71380
"Brazil",2022-03-05,62748
"Brazil",2022-03-06,15725
"Brazil",2022-03-07,21306
"Brazil",2022-03-08,74487
"Brazil",2022-03-09,45783
"Brazil",2022-03-10,61105
"Brazil",2022-03-11,54022
"Brazil",2022-03-12,47796
"Brazil",2022-03-13,13809
"Brazil",2022-03-14,16512
"Brazil",2022-03-15,49694
"Brazil",2022-03-16,47738
"Brazil",2022-03-17,44033
"Brazil",2022-03-18,51990
"Brazil",2022-03-19,39635
"Brazil",2022-03-20,13379
"Brazil",2022-03-21,12268
"Brazil",2022-03-22,41559
"Brazil",2022-03-23,46721
"Brazil",2022-03-24,37206
"Brazil",2022-03-25,34201
"Brazil",2022-03-26,29334
"Brazil",2022-03-27,10637
"Brazil",2022-03-28,7901
"Brazil",2022-03-29,29550
"Brazil",2022-03-30,33413
"Brazil",2022-03-31,31066
"Brazil",2022-04-01,26843
"Brazil",2022-04-02,17062
"Brazil",2022-04-03,7210
"Brazil",2022-04-04,12572
"Brazil",2022-04-05,26915
"Brazil",2022-04-06,26822
"Brazil",2022-04-07,26234
"Brazil",2022-04-08,30212
"Brazil",2022-04-09,21229
"Brazil",2022-04-10,7210
"Brazil",2022-04-11,7930
"Brazil",2022-04-12,22377
"Brazil",2022-04-13,26648
"Brazil",2022-04-14,23090
"Canada",2020-01-26,0
"Canada",2020-01-27,0
"Canada",2020-01-28,1
"Canada",2020-01-29,0
"Canada",2020-01-30,0
"Canada",2020-01-31,0
"Canada",2020-02-01,0
"Canada",2020-02-02,0
"Canada",2020-02-03,0
"Canada",2020-02-04,1
"Canada",2020-02-05,1
"Canada",2020-02-06,0
"Canada",2020-02-07,2
"Canada",2020-02-08,0
"Canada",2020-02-09,0
"Canada",2020-02-10,1
"Canada",2020-02-11,0
"Canada",2020-02-12,0
"Canada",2020-02-13,0
"Canada",2020-02-14,0
"Canada",2020-02-15,0
"Canada",2020-02-16,0
"Canada",2020-02-17,1
"Canada",2020-02-18,0
"Canada",2020-02-19,0
"Canada",2020-02-20,1
"Canada",2020-02-21,2
"Canada",2020-02-22,1
"Canada",2020-02-23,1
"Canada",2020-02-24,1
"Canada",2020-02-25,3
"Canada",2020-02-26,1
"Canada",2020-02-27,2
"Canada",2020-02-28,6
"Canada",2020-02-29,5
"Canada",2020-03-01,5
"Canada",2020-03-02,7
"Canada",2020-03-03,6
"Canada",2020-03-04,8
"Canada",2020-03-05,12
"Canada",2020-03-06,19
"Canada",2020-03-07,8
"Canada",2020-03-08,22
"Canada",2020-03-09,24
"Canada",2020-03-10,21
"Canada",2020-03-11,63
"Canada",2020-03-12,61
"Canada",2020-03-13,97
"Canada",2020-03-14,67
"Canada",2020-03-15,96
"Canada",2020-03-16,151
"Canada",2020-03-17,154
"Canada",2020-03-18,243
"Canada",2020-03-19,252
"Canada",2020-03-20,343
"Canada",2020-03-21,503
"Canada",2020-03-22,456
"Canada",2020-03-23,646
"Canada",2020-03-24,699
"Canada",2020-03-25,573
"Canada",2020-03-26,942
"Canada",2020-03-27,869
"Canada",2020-03-28,930
"Canada",2020-03-29,936
"Canada",2020-03-30,1232
"Canada",2020-03-31,1233
"Canada",2020-04-01,1312
"Canada",2020-04-02,1719
"Canada",2020-04-03,1330
"Canada",2020-04-04,1338
"Canada",2020-04-05,1189
"Canada",2020-04-06,1501
"Canada",2020-04-07,1388
"Canada",2020-04-08,1236
"Canada",2020-04-09,1380
"Canada",2020-04-10,1144
"Canada",2020-04-11,1376
"Canada",2020-04-12,1342
"Canada",2020-04-13,1797
"Canada",2020-04-14,1689
"Canada",2020-04-15,1747
"Canada",2020-04-16,1766
"Canada",2020-04-17,2126
"Canada",2020-04-18,1526
"Canada",2020-04-19,1700
"Canada",2020-04-20,1712
"Canada",2020-04-21,1590
"Canada",2020-04-22,1846
"Canada",2020-04-23,1809
"Canada",2020-04-24,1640
"Canada",2020-04-25,1582
"Canada",2020-04-26,1211
"Canada",2020-04-27,1656
"Canada",2020-04-28,1523
"Canada",2020-04-29,1689
"Canada",2020-04-30,1639
"Canada",2020-05-01,1811
"Canada",2020-05-02,1356
"Canada",2020-05-03,1259
"Canada",2020-05-04,1376
"Canada",2020-05-05,1395
"Canada",2020-05-06,1516
"Canada",2020-05-07,1271
"Canada",2020-05-08,1200
"Canada",2020-05-09,1146
"Canada",2020-05-10,1038
"Canada",2020-05-11,1024
"Canada",2020-05-12,1117
"Canada",2020-05-13,1227
"Canada",2020-05-14,1110
"Canada",2020-05-15,1271
"Canada",2020-05-16,1155
"Canada",2020-05-17,1208
"Canada",2020-05-18,1086
"Canada",2020-05-19,1002
"Canada",2020-05-20,1256
"Canada",2020-05-21,1115
"Canada",2020-05-22,1090
"Canada",2020-05-23,907
"Canada",2020-05-24,953
"Canada",2020-05-25,964
"Canada",2020-05-26,767
"Canada",2020-05-27,885
"Canada",2020-05-28,787
"Canada",2020-05-29,1069
"Canada",2020-05-30,762
"Canada",2020-05-31,730
"Canada",2020-06-01,796
"Canada",2020-06-02,627
"Canada",2020-06-03,682
"Canada",2020-06-04,582
"Canada",2020-06-05,527
"Canada",2020-06-06,524
"Canada",2020-06-07,412
"Canada",2020-06-08,451
"Canada",2020-06-09,434
"Canada",2020-06-10,490
"Canada",2020-06-11,412
"Canada",2020-06-12,461
"Canada",2020-06-13,341
"Canada",2020-06-14,302
"Canada",2020-06-15,377
"Canada",2020-06-16,359
"Canada",2020-06-17,388
"Canada",2020-06-18,406
"Canada",2020-06-19,388
"Canada",2020-06-20,315
"Canada",2020-06-21,308
"Canada",2020-06-22,355
"Canada",2020-06-23,318
"Canada",2020-06-24,320
"Canada",2020-06-25,294
"Canada",2020-06-26,327
"Canada",2020-06-27,402
"Canada",2020-06-28,313
"Canada",2020-06-29,296
"Canada",2020-06-30,334
"Canada",2020-07-01,222
"Canada",2020-07-02,349
"Canada",2020-07-03,318
"Canada",2020-07-04,228
"Canada",2020-07-05,157
"Canada",2020-07-06,352
"Canada",2020-07-07,313
"Canada",2020-07-08,321
"Canada",2020-07-09,334
"Canada",2020-07-10,348
"Canada",2020-07-11,240
"Canada",2020-07-12,214
"Canada",2020-07-13,542
"Canada",2020-07-14,426
"Canada",2020-07-15,406
"Canada",2020-07-16,482
"Canada",2020-07-17,529
"Canada",2020-07-18,384
"Canada",2020-07-19,253
"Canada",2020-07-20,795
"Canada",2020-07-21,460
"Canada",2020-07-22,382
"Canada",2020-07-23,736
"Canada",2020-07-24,437
"Canada",2020-07-25,336
"Canada",2020-07-26,307
"Canada",2020-07-27,631
"Canada",2020-07-28,377
"Canada",2020-07-29,501
"Canada",2020-07-30,446
"Canada",2020-07-31,452
"Canada",2020-08-01,254
"Canada",2020-08-02,184
"Canada",2020-08-03,267
"Canada",2020-08-04,689
"Canada",2020-08-05,358
"Canada",2020-08-06,333
"Canada",2020-08-07,442
"Canada",2020-08-08,239
"Canada",2020-08-09,223
"Canada",2020-08-10,583
"Canada",2020-08-11,362
"Canada",2020-08-12,333
"Canada",2020-08-13,494
"Canada",2020-08-14,412
"Canada",2020-08-15,210
"Canada",2020-08-16,175
"Canada",2020-08-17,204
"Canada",2020-08-18,903
"Canada",2020-08-19,355
"Canada",2020-08-20,246
"Canada",2020-08-21,705
"Canada",2020-08-22,203
"Canada",2020-08-23,263
"Canada",2020-08-24,741
"Canada",2020-08-25,371
"Canada",2020-08-26,484
"Canada",2020-08-27,475
"Canada",2020-08-28,562
"Canada",2020-08-29,327
"Canada",2020-08-30,278
"Canada",2020-08-31,1033
"Canada",2020-09-01,537
"Canada",2020-09-02,567
"Canada",2020-09-03,652
"Canada",2020-09-04,638
"Canada",2020-09-05,380
"Canada",2020-09-06,431
"Canada",2020-09-07,417
"Canada",2020-09-08,1478
"Canada",2020-09-09,506
"Canada",2020-09-10,982
"Canada",2020-09-11,815
"Canada",2020-09-12,639
"Canada",2020-09-13,576
"Canada",2020-09-14,1329
"Canada",2020-09-15,930
"Canada",2020-09-16,1004
"Canada",2020-09-17,1115
"Canada",2020-09-18,1281
"Canada",2020-09-19,966
"Canada",2020-09-20,934
"Canada",2020-09-21,1680
"Canada",2020-09-22,1213
"Canada",2020-09-23,1425
"Canada",2020-09-24,1430
"Canada",2020-09-25,1794
"Canada",2020-09-26,1633
"Canada",2020-09-27,1458
"Canada",2020-09-28,2203
"Canada",2020-09-29,1932
"Canada",2020-09-30,2021
"Canada",2020-10-01,1884
"Canada",2020-10-02,2167
"Canada",2020-10-03,1761
"Canada",2020-10-04,1661
"Canada",2020-10-05,2419
"Canada",2020-10-06,2159
"Canada",2020-10-07,2108
"Canada",2020-10-08,2402
"Canada",2020-10-09,2455
"Canada",2020-10-10,1754
"Canada",2020-10-11,1897
"Canada",2020-10-12,1525
"Canada",2020-10-13,3470
"Canada",2020-10-14,2539
"Canada",2020-10-15,2493
"Canada",2020-10-16,2440
"Canada",2020-10-17,1783
"Canada",2020-10-18,1933
"Canada",2020-10-19,3141
"Canada",2020-10-20,2478
"Canada",2020-10-21,2658
"Canada",2020-10-22,2548
"Canada",2020-10-23,3105
"Canada",2020-10-24,2014
"Canada",2020-10-25,1930
"Canada",2020-10-26,4230
"Canada",2020-10-27,2749
"Canada",2020-10-28,2876
"Canada",2020-10-29,2956
"Canada",2020-10-30,3427
"Canada",2020-10-31,2322
"Canada",2020-11-01,2517
"Canada",2020-11-02,3304
"Canada",2020-11-03,4721
"Canada",2020-11-04,2859
"Canada",2020-11-05,4040
"Canada",2020-11-06,4809
"Canada",2020-11-07,4230
"Canada",2020-11-08,3952
"Canada",2020-11-09,4891
"Canada",2020-11-10,4641
"Canada",2020-11-11,4120
"Canada",2020-11-12,5491
"Canada",2020-11-13,4864
"Canada",2020-11-14,4285
"Canada",2020-11-15,4105
"Canada",2020-11-16,5818
"Canada",2020-11-17,4423
"Canada",2020-11-18,4714
"Canada",2020-11-19,5015
"Canada",2020-11-20,5073
"Canada",2020-11-21,4829
"Canada",2020-11-22,4634
"Canada",2020-11-23,6772
"Canada",2020-11-24,5430
"Canada",2020-11-25,5645
"Canada",2020-11-26,5862
"Canada",2020-11-27,5869
"Canada",2020-11-28,5584
"Canada",2020-11-29,5453
"Canada",2020-11-30,7674
"Canada",2020-12-01,5800
"Canada",2020-12-02,6368
"Canada",2020-12-03,6529
"Canada",2020-12-04,6823
"Canada",2020-12-05,6183
"Canada",2020-12-06,5931
"Canada",2020-12-07,7815
"Canada",2020-12-08,6261
"Canada",2020-12-09,6364
"Canada",2020-12-10,6564
"Canada",2020-12-11,7018
"Canada",2020-12-12,6174
"Canada",2020-12-13,5992
"Canada",2020-12-14,8546
"Canada",2020-12-15,6351
"Canada",2020-12-16,6818
"Canada",2020-12-17,7385
"Canada",2020-12-18,7194
"Canada",2020-12-19,6173
"Canada",2020-12-20,6069
"Canada",2020-12-21,7628
"Canada",2020-12-22,6524
"Canada",2020-12-23,6689
"Canada",2020-12-24,6353
"Canada",2020-12-25,5924
"Canada",2020-12-26,5377
"Canada",2020-12-27,5544
"Canada",2020-12-28,6270
"Canada",2020-12-29,9405
"Canada",2020-12-30,7714
"Canada",2020-12-31,6995
"Canada",2021-01-01,6333
"Canada",2021-01-02,5814
"Canada",2021-01-03,9625
"Canada",2021-01-04,9717
"Canada",2021-01-05,7528
"Canada",2021-01-06,8911
"Canada",2021-01-07,9231
"Canada",2021-01-08,8890
"Canada",2021-01-09,6890
"Canada",2021-01-10,6404
"Canada",2021-01-11,7420
"Canada",2021-01-12,6803
"Canada",2021-01-13,7091
"Canada",2021-01-14,7019
"Canada",2021-01-15,6949
"Canada",2021-01-16,5801
"Canada",2021-01-17,4881
"Canada",2021-01-18,6045
"Canada",2021-01-19,5317
"Canada",2021-01-20,5837
"Canada",2021-01-21,5842
"Canada",2021-01-22,5668
"Canada",2021-01-23,4302
"Canada",2021-01-24,3940
"Canada",2021-01-25,5352
"Canada",2021-01-26,4364
"Canada",2021-01-27,4451
"Canada",2021-01-28,4644
"Canada",2021-01-29,4692
"Canada",2021-01-30,3703
"Canada",2021-01-31,3203
"Canada",2021-02-01,4011
"Canada",2021-02-02,3630
"Canada",2021-02-03,3601
"Canada",2021-02-04,3929
"Canada",2021-02-05,3964
"Canada",2021-02-06,2971
"Canada",2021-02-07,2578
"Canada",2021-02-08,3508
"Canada",2021-02-09,2947
"Canada",2021-02-10,3609
"Canada",2021-02-11,3376
"Canada",2021-02-12,3310
"Canada",2021-02-13,2521
"Canada",2021-02-14,2210
"Canada",2021-02-15,1968
"Canada",2021-02-16,3978
"Canada",2021-02-17,2861
"Canada",2021-02-18,3450
"Canada",2021-02-19,3145
"Canada",2021-02-20,2573
"Canada",2021-02-21,2408
"Canada",2021-02-22,3574
"Canada",2021-02-23,3023
"Canada",2021-02-24,3059
"Canada",2021-02-25,3153
"Canada",2021-02-26,3115
"Canada",2021-02-27,2502
"Canada",2021-02-28,2137
"Canada",2021-03-01,3512
"Canada",2021-03-02,3054
"Canada",2021-03-03,2952
"Canada",2021-03-04,3239
"Canada",2021-03-05,3315
"Canada",2021-03-06,2654
"Canada",2021-03-07,2369
"Canada",2021-03-08,3766
"Canada",2021-03-09,3031
"Canada",2021-03-10,3210
"Canada",2021-03-11,3438
"Canada",2021-03-12,3771
"Canada",2021-03-13,2816
"Canada",2021-03-14,2403
"Canada",2021-03-15,3885
"Canada",2021-03-16,3478
"Canada",2021-03-17,3630
"Canada",2021-03-18,3927
"Canada",2021-03-19,4347
"Canada",2021-03-20,3319
"Canada",2021-03-21,3107
"Canada",2021-03-22,5087
"Canada",2021-03-23,4044
"Canada",2021-03-24,4997
"Canada",2021-03-25,5167
"Canada",2021-03-26,5611
"Canada",2021-03-27,4122
"Canada",2021-03-28,4028
"Canada",2021-03-29,6609
"Canada",2021-03-30,5234
"Canada",2021-03-31,6518
"Canada",2021-04-01,6354
"Canada",2021-04-02,4619
"Canada",2021-04-03,5962
"Canada",2021-04-04,4381
"Canada",2021-04-05,7515
"Canada",2021-04-06,11181
"Canada",2021-04-07,8156
"Canada",2021-04-08,8875
"Canada",2021-04-09,9193
"Canada",2021-04-10,7965
"Canada",2021-04-11,7185
"Canada",2021-04-12,10371
"Canada",2021-04-13,8196
"Canada",2021-04-14,9364
"Canada",2021-04-15,9756
"Canada",2021-04-16,8268
"Canada",2021-04-17,7828
"Canada",2021-04-18,7191
"Canada",2021-04-19,9604
"Canada",2021-04-20,7903
"Canada",2021-04-21,8216
"Canada",2021-04-22,9033
"Canada",2021-04-23,8226
"Canada",2021-04-24,7184
"Canada",2021-04-25,6601
"Canada",2021-04-26,8646
"Canada",2021-04-27,7503
"Canada",2021-04-28,8269
"Canada",2021-04-29,8358
"Canada",2021-04-30,7966
"Canada",2021-05-01,7766
"Canada",2021-05-02,6138
"Canada",2021-05-03,8316
