Country,Date,new_case_weekly
Iran,2021-11-17,36367.0
Iran,2021-11-24,29436.0
Iran,2021-12-01,23890.0
Iran,2021-12-08,18968.0
Iran,2021-12-15,15479.0
Iran,2021-12-22,13075.0
Iran,2021-12-29,11439.0
Iran,2022-01-05,10002.0
Iran,2022-01-12,17551.0
Iran,2022-01-19,39710.0
Iran,2022-01-26,140685.0
Iran,2022-02-02,249598.0
Iran,2022-02-09,202413.0
Iran,2022-02-16,123380.0
Iran,2022-02-23,77106.0
Iran,2022-03-02,41418.0
Iran,2022-03-09,27970.0
Iran,2022-03-16,13280.0
Iran,2022-03-23,13337.0
Iran,2022-03-30,19034.0
Iran,2022-04-06,21725.0
Iran,2022-04-13,4550.0
Italy,2020-01-31,2.0
Italy,2020-02-07,1.0
Italy,2020-02-14,0.0
Italy,2020-02-21,652.0
Italy,2020-02-28,3203.0
Italy,2020-03-06,11255.0
Italy,2020-03-13,25922.0
Italy,2020-03-20,39554.0
Italy,2020-03-27,34653.0
Italy,2020-04-03,28384.0
Italy,2020-04-10,25315.0
Italy,2020-04-17,21032.0
Italy,2020-04-24,15490.0
Italy,2020-05-01,10395.0
Italy,2020-05-08,7238.0
Italy,2020-05-15,4910.0
Italy,2020-05-22,3726.0
Italy,2020-05-29,2281.0
Italy,2020-06-05,2129.0
Italy,2020-06-12,2017.0
Italy,2020-06-19,1695.0
Italy,2020-06-26,1255.0
Italy,2020-07-03,1402.0
Italy,2020-07-10,1373.0
Italy,2020-07-17,1602.0
Italy,2020-07-24,1820.0
Italy,2020-07-31,2046.0
Italy,2020-08-07,3031.0
Italy,2020-08-14,3883.0
Italy,2020-08-21,7831.0
Italy,2020-08-28,8963.0
Italy,2020-09-04,10268.0
Italy,2020-09-11,9845.0
Italy,2020-09-18,11298.0
Italy,2020-09-25,13086.0
Italy,2020-10-02,20989.0
Italy,2020-10-09,43204.0
Italy,2020-10-16,84124.0
Italy,2020-10-23,150869.0
Italy,2020-10-30,208284.0
Italy,2020-11-06,241522.0
Italy,2020-11-13,242127.0
Italy,2020-11-20,201347.0
Italy,2020-11-27,154954.0
Italy,2020-12-04,122318.0
Italy,2020-12-11,119230.0
Italy,2020-12-18,102940.0
Italy,2020-12-25,97849.0
Italy,2021-01-01,113195.0
Italy,2021-01-08,115918.0
Italy,2021-01-15,91942.0
Italy,2021-01-22,87286.0
Italy,2021-01-29,81939.0
Italy,2021-02-05,85957.0
Italy,2021-02-12,82009.0
Italy,2021-02-19,103023.0
Italy,2021-02-26,130684.0
Italy,2021-03-05,149898.0
Italy,2021-03-12,157694.0
Italy,2021-03-19,157832.0
Italy,2021-03-26,142540.0
Italy,2021-04-02,110519.0
Italy,2021-04-09,108554.0
Italy,2021-04-16,94789.0
Italy,2021-04-23,88263.0
Italy,2021-04-30,72990.0
Italy,2021-05-07,56962.0
Italy,2021-05-14,39101.0
Italy,2021-05-21,27709.0
Italy,2021-05-28,19193.0
Italy,2021-06-04,14705.0
Italy,2021-06-11,9887.0
Italy,2021-06-18,5945.0
Italy,2021-06-25,5088.0
Italy,2021-07-02,6317.0
Italy,2021-07-09,11214.0
Italy,2021-07-16,24074.0
Italy,2021-07-23,34513.0
Italy,2021-07-30,40282.0
Italy,2021-08-06,43241.0
Italy,2021-08-13,43576.0
Italy,2021-08-20,45606.0
Italy,2021-08-27,43630.0
Italy,2021-09-03,37700.0
Italy,2021-09-10,32214.0
Italy,2021-09-17,26751.0
Italy,2021-09-24,22449.0
Italy,2021-10-01,19919.0
Italy,2021-10-08,17479.0
Italy,2021-10-15,19925.0
Italy,2021-10-22,27553.0
Italy,2021-10-29,31473.0
Italy,2021-11-05,46731.0
Italy,2021-11-12,58452.0
Italy,2021-11-19,74454.0
Italy,2021-11-26,92089.0
Italy,2021-12-03,104350.0
Italy,2021-12-10,143400.0
Italy,2021-12-17,208874.0
Italy,2021-12-24,464374.0
Italy,2021-12-31,994037.0
Italy,2022-01-07,1180180.0
Italy,2022-01-14,1262611.0
Italy,2022-01-21,1121345.0
Italy,2022-01-28,809100.0
Italy,2022-02-04,574930.0
Italy,2022-02-11,399767.0
Italy,2022-02-18,327853.0
Italy,2022-02-25,259255.0
Italy,2022-03-04,303992.0
Italy,2022-03-11,431336.0
Italy,2022-03-18,507264.0
Italy,2022-03-25,489256.0
Italy,2022-04-01,463712.0
Italy,2022-04-08,426946.0
Italy,2022-04-15,0.0
Mexico,2020-01-01,0.0
Mexico,2020-01-08,0.0
Mexico,2020-01-15,0.0
Mexico,2020-01-22,0.0
Mexico,2020-01-29,0.0
Mexico,2020-02-05,0.0
Mexico,2020-02-12,0.0
Mexico,2020-02-19,0.0
Mexico,2020-02-26,5.0
Mexico,2020-03-04,2.0
Mexico,2020-03-11,86.0
Mexico,2020-03-18,312.0
Mexico,2020-03-25,810.0
Mexico,2020-04-01,1570.0
Mexico,2020-04-08,2614.0
Mexico,2020-04-15,4102.0
Mexico,2020-04-22,7251.0
Mexico,2020-04-29,9273.0
Mexico,2020-05-06,12299.0
Mexico,2020-05-13,16022.0
Mexico,2020-05-20,20214.0
Mexico,2020-05-27,22766.0
Mexico,2020-06-03,26975.0
Mexico,2020-06-10,30562.0
Mexico,2020-06-17,36547.0
Mexico,2020-06-24,34679.0
Mexico,2020-07-01,41919.0
Mexico,2020-07-08,43478.0
Mexico,2020-07-15,44769.0
Mexico,2020-07-22,46442.0
Mexico,2020-07-29,47264.0
Mexico,2020-08-05,42561.0
Mexico,2020-08-12,38717.0
Mexico,2020-08-19,37382.0
Mexico,2020-08-26,37415.0
Mexico,2020-09-02,36824.0
Mexico,2020-09-09,33627.0
Mexico,2020-09-16,28776.0
Mexico,2020-09-23,32900.0
Mexico,2020-09-30,56445.0
Mexico,2020-10-07,30732.0
Mexico,2020-10-14,35374.0
Mexico,2020-10-21,40554.0
Mexico,2020-10-28,37137.0
Mexico,2020-11-04,40126.0
Mexico,2020-11-11,32622.0
Mexico,2020-11-18,48999.0
Mexico,2020-11-25,62210.0
Mexico,2020-12-02,70893.0
Mexico,2020-12-09,73947.0
Mexico,2020-12-16,71224.0
Mexico,2020-12-23,63103.0
Mexico,2020-12-30,64961.0
Mexico,2021-01-06,89538.0
Mexico,2021-01-13,112368.0
Mexico,2021-01-20,120509.0
Mexico,2021-01-27,85187.0
Mexico,2021-02-03,72659.0
Mexico,2021-02-10,57824.0
Mexico,2021-02-17,47691.0
Mexico,2021-02-24,44928.0
Mexico,2021-03-03,40690.0
Mexico,2021-03-10,31123.0
Mexico,2021-03-17,34034.0
Mexico,2021-03-24,29869.0
Mexico,2021-03-31,23599.0
Mexico,2021-04-07,29843.0
Mexico,2021-04-14,24820.0
Mexico,2021-04-21,21954.0
Mexico,2021-04-28,19838.0
Mexico,2021-05-05,15429.0
Mexico,2021-05-12,17119.0
Mexico,2021-05-19,14278.0
Mexico,2021-05-26,20869.0
Mexico,2021-06-02,17352.0
Mexico,2021-06-09,21590.0
Mexico,2021-06-16,23183.0
Mexico,2021-06-23,30380.0
Mexico,2021-06-30,36698.0
Mexico,2021-07-07,54849.0
Mexico,2021-07-14,73586.0
Mexico,2021-07-21,93549.0
Mexico,2021-07-28,108563.0
Mexico,2021-08-04,117476.0
Mexico,2021-08-11,125367.0
Mexico,2021-08-18,126626.0
Mexico,2021-08-25,102532.0
Mexico,2021-09-01,96885.0
Mexico,2021-09-08,79677.0
Mexico,2021-09-15,56593.0
Mexico,2021-09-22,60034.0
Mexico,2021-09-29,38643.0
Mexico,2021-10-06,48187.0
Mexico,2021-10-13,30260.0
Mexico,2021-10-20,21759.0
Mexico,2021-10-27,23757.0
Mexico,2021-11-03,23054.0
Mexico,2021-11-10,15249.0
Mexico,2021-11-17,17770.0
Mexico,2021-11-24,20288.0
Mexico,2021-12-01,17449.0
Mexico,2021-12-08,16972.0
Mexico,2021-12-15,15115.0
Mexico,2021-12-22,17844.0
Mexico,2021-12-29,56702.0
Mexico,2022-01-05,161418.0
Mexico,2022-01-12,215349.0
Mexico,2022-01-19,345254.0
Mexico,2022-01-26,255020.0
Mexico,2022-02-02,181421.0
Mexico,2022-02-09,133427.0
Mexico,2022-02-16,117720.0
Mexico,2022-02-23,103487.0
Mexico,2022-03-02,53864.0
Mexico,2022-03-09,32237.0
Mexico,2022-03-16,28209.0
Mexico,2022-03-23,18257.0
Mexico,2022-03-30,16833.0
Mexico,2022-04-06,52718.0
Mexico,2022-04-13,1213.0
Poland,2020-03-04,22.0
Poland,2020-03-11,216.0
Poland,2020-03-18,663.0
Poland,2020-03-25,1410.0
Poland,2020-04-01,2537.0
Poland,2020-04-08,2354.0
Poland,2020-04-15,2654.0
Poland,2020-04-22,2362.0
Poland,2020-04-29,2213.0
Poland,2020-05-06,2490.0
Poland,2020-05-13,2347.0
Poland,2020-05-20,2806.0
Poland,2020-05-27,2321.0
Poland,2020-06-03,3165.0
Poland,2020-06-10,2635.0
Poland,2020-06-17,2332.0
Poland,2020-06-24,1866.0
Poland,2020-07-01,2019.0
Poland,2020-07-08,2045.0
Poland,2020-07-15,2325.0
Poland,2020-07-22,3122.0
Poland,2020-07-29,4245.0
Poland,2020-08-05,4812.0
Poland,2020-08-12,4915.0
Poland,2020-08-19,5197.0
Poland,2020-08-26,4849.0
Poland,2020-09-02,3604.0
Poland,2020-09-09,3608.0
Poland,2020-09-16,5565.0
Poland,2020-09-23,9263.0
Poland,2020-09-30,14354.0
Poland,2020-10-07,30962.0
Poland,2020-10-14,57261.0
Poland,2020-10-21,87690.0
Poland,2020-10-28,134615.0
Poland,2020-11-04,178748.0
Poland,2020-11-11,159348.0
Poland,2020-11-18,156126.0
Poland,2020-11-25,90858.0
Poland,2020-12-02,76256.0
Poland,2020-12-09,71266.0
Poland,2020-12-16,67079.0
Poland,2020-12-23,54109.0
Poland,2020-12-30,61909.0
Poland,2021-01-06,65236.0
Poland,2021-01-13,48025.0
Poland,2021-01-20,38918.0
Poland,2021-01-27,37493.0
Poland,2021-02-03,36470.0
Poland,2021-02-10,39988.0
Poland,2021-02-17,52289.0
Poland,2021-02-24,70746.0
Poland,2021-03-03,91328.0
Poland,2021-03-10,120885.0
Poland,2021-03-17,157948.0
Poland,2021-03-24,198957.0
Poland,2021-03-31,167883.0
Poland,2021-04-07,143141.0
Poland,2021-04-14,104721.0
Poland,2021-04-21,63463.0
Poland,2021-04-28,40018.0
Poland,2021-05-05,30128.0
Poland,2021-05-12,18744.0
Poland,2021-05-19,10263.0
Poland,2021-05-26,5681.0
Poland,2021-06-02,2861.0
Poland,2021-06-09,2090.0
Poland,2021-06-16,1211.0
Poland,2021-06-23,781.0
Poland,2021-06-30,592.0
Poland,2021-07-07,556.0
Poland,2021-07-14,635.0
Poland,2021-07-21,733.0
Poland,2021-07-28,957.0
Poland,2021-08-04,1077.0
Poland,2021-08-11,1315.0
Poland,2021-08-18,1361.0
Poland,2021-08-25,1633.0
Poland,2021-09-01,2401.0
Poland,2021-09-08,3384.0
Poland,2021-09-15,4553.0
Poland,2021-09-22,5623.0
Poland,2021-09-29,8245.0
Poland,2021-10-06,12549.0
Poland,2021-10-13,19631.0
Poland,2021-10-20,37087.0
Poland,2021-10-27,52525.0
Poland,2021-11-03,90511.0
Poland,2021-11-10,105455.0
Poland,2021-11-17,147064.0
Poland,2021-11-24,162363.0
Poland,2021-12-01,163979.0
Poland,2021-12-08,153045.0
Poland,2021-12-15,125172.0
Poland,2021-12-22,82458.0
Poland,2021-12-29,80803.0
Poland,2022-01-05,86868.0
Poland,2022-01-12,110744.0
Poland,2022-01-19,241230.0
Poland,2022-01-26,340910.0
Poland,2022-02-02,298237.0
Poland,2022-02-09,213836.0
Poland,2022-02-16,144874.0
Poland,2022-02-23,97817.0
Poland,2022-03-02,80464.0
Poland,2022-03-09,76174.0
Poland,2022-03-16,68791.0
Poland,2022-03-23,46737.0
Poland,2022-03-30,19798.0
Poland,2022-04-06,8222.0
Poland,2022-04-13,2444.0
Singapore,2020-01-23,7.0
Singapore,2020-01-30,21.0
Singapore,2020-02-06,22.0
Singapore,2020-02-13,34.0
Singapore,2020-02-20,9.0
Singapore,2020-02-27,17.0
Singapore,2020-03-05,68.0
Singapore,2020-03-12,135.0
Singapore,2020-03-19,318.0
Singapore,2020-03-26,369.0
Singapore,2020-04-02,623.0
Singapore,2020-04-09,2076.0
Singapore,2020-04-16,6442.0
Singapore,2020-04-23,5500.0
Singapore,2020-04-30,4557.0
Singapore,2020-05-07,5148.0
Singapore,2020-05-14,4018.0
Singapore,2020-05-21,3512.0
Singapore,2020-05-28,3529.0
Singapore,2020-06-04,2560.0
Singapore,2020-06-11,2251.0
Singapore,2020-06-18,1407.0
Singapore,2020-06-25,1499.0
Singapore,2020-07-02,1176.0
Singapore,2020-07-09,1580.0
Singapore,2020-07-16,1866.0
Singapore,2020-07-23,2787.0
Singapore,2020-07-30,2723.0
Singapore,2020-08-06,1141.0
Singapore,2020-08-13,636.0
Singapore,2020-08-20,464.0
Singapore,2020-08-27,365.0
Singapore,2020-09-03,306.0
Singapore,2020-09-10,348.0
Singapore,2020-09-17,125.0
Singapore,2020-09-24,126.0
Singapore,2020-10-01,75.0
Singapore,2020-10-08,49.0
Singapore,2020-10-15,44.0
Singapore,2020-10-22,54.0
Singapore,2020-10-29,49.0
Singapore,2020-11-05,55.0
Singapore,2020-11-12,44.0
Singapore,2020-11-19,55.0
Singapore,2020-11-26,40.0
Singapore,2020-12-03,61.0
Singapore,2020-12-10,62.0
Singapore,2020-12-17,129.0
Singapore,2020-12-24,87.0
Singapore,2020-12-31,211.0
Singapore,2021-01-07,204.0
Singapore,2021-01-14,213.0
Singapore,2021-01-21,194.0
Singapore,2021-01-28,211.0
Singapore,2021-02-04,145.0
Singapore,2021-02-11,74.0
Singapore,2021-02-18,69.0
Singapore,2021-02-25,89.0
Singapore,2021-03-04,83.0
Singapore,2021-03-11,75.0
Singapore,2021-03-18,99.0
Singapore,2021-03-25,145.0
Singapore,2021-04-01,173.0
Singapore,2021-04-08,165.0
Singapore,2021-04-15,161.0
Singapore,2021-04-22,206.0
Singapore,2021-04-29,182.0
Singapore,2021-05-06,151.0
Singapore,2021-05-13,270.0
Singapore,2021-05-20,227.0
Singapore,2021-05-27,184.0
Singapore,2021-06-03,123.0
Singapore,2021-06-10,116.0
Singapore,2021-06-17,131.0
Singapore,2021-06-24,109.0
Singapore,2021-07-01,73.0
Singapore,2021-07-08,152.0
Singapore,2021-07-15,817.0
Singapore,2021-07-22,968.0
Singapore,2021-07-29,821.0
Singapore,2021-08-05,543.0
Singapore,2021-08-12,381.0
Singapore,2021-08-19,478.0
Singapore,2021-08-26,988.0
Singapore,2021-09-02,1782.0
Singapore,2021-09-09,4356.0
Singapore,2021-09-16,7418.0
Singapore,2021-09-23,12687.0
Singapore,2021-09-30,19338.0
Singapore,2021-10-07,22014.0
Singapore,2021-10-14,23192.0
Singapore,2021-10-21,25832.0
Singapore,2021-10-28,23556.0
Singapore,2021-11-04,19706.0
Singapore,2021-11-11,17134.0
Singapore,2021-11-18,12695.0
Singapore,2021-11-25,8539.0
Singapore,2021-12-02,5248.0
Singapore,2021-12-09,3320.0
Singapore,2021-12-16,2103.0
Singapore,2021-12-23,2030.0
Singapore,2021-12-30,3651.0
Singapore,2022-01-06,5724.0
Singapore,2022-01-13,7952.0
Singapore,2022-01-20,31525.0
Singapore,2022-01-27,34574.0
Singapore,2022-02-03,66778.0
Singapore,2022-02-10,85926.0
Singapore,2022-02-17,127725.0
Singapore,2022-02-24,125058.0
Singapore,2022-03-03,117930.0
Singapore,2022-03-10,90014.0
Singapore,2022-03-17,69054.0
Singapore,2022-03-24,46162.0
Singapore,2022-03-31,33063.0
Singapore,2022-04-07,24770.0
Singapore,2022-04-14,3521.0
Spain,2020-02-01,1.0
Spain,2020-02-08,1.0
Spain,2020-02-15,0.0
Spain,2020-02-22,30.0
Spain,2020-02-29,368.0
Spain,2020-03-07,4832.0
Spain,2020-03-14,15178.0
Spain,2020-03-21,45309.0
Spain,2020-03-28,53480.0
Spain,2020-04-04,39074.0
Spain,2020-04-11,32566.0
Spain,2020-04-18,22185.0
Spain,2020-04-25,12226.0
Spain,2020-05-02,7641.0
Spain,2020-05-09,7326.0
Spain,2020-05-16,4641.0
Spain,2020-05-23,4112.0
Spain,2020-05-30,2414.0
Spain,2020-06-06,2231.0
Spain,2020-06-13,2366.0
Spain,2020-06-20,2330.0
Spain,2020-06-27,2640.0
Spain,2020-07-04,3363.0
Spain,2020-07-11,6347.0
Spain,2020-07-18,12166.0
Spain,2020-07-25,16101.0
Spain,2020-08-01,25840.0
Spain,2020-08-08,28451.0
Spain,2020-08-15,43241.0
Spain,2020-08-22,53232.0
Spain,2020-08-29,59703.0
Spain,2020-09-05,67337.0
Spain,2020-09-12,73714.0
Spain,2020-09-19,76441.0
Spain,2020-09-26,73451.0
Spain,2020-10-03,71180.0
Spain,2020-10-10,75448.0
Spain,2020-10-17,109572.0
Spain,2020-10-24,139546.0
Spain,2020-10-31,143154.0
Spain,2020-11-07,129759.0
Spain,2020-11-14,98139.0
Spain,2020-11-21,71478.0
Spain,2020-11-28,56439.0
Spain,2020-12-05,45928.0
Spain,2020-12-12,66661.0
Spain,2020-12-19,57715.0
Spain,2020-12-26,73314.0
Spain,2021-01-02,122095.0
Spain,2021-01-09,201804.0
Spain,2021-01-16,247396.0
Spain,2021-01-23,243559.0
Spain,2021-01-30,198871.0
Spain,2021-02-06,114045.0
Spain,2021-02-13,77087.0
Spain,2021-02-20,55431.0
Spain,2021-02-27,34806.0
Spain,2021-03-06,34692.0
Spain,2021-03-13,28628.0
Spain,2021-03-20,42992.0
Spain,2021-03-27,36070.0
Spain,2021-04-03,56118.0
Spain,2021-04-10,59771.0
Spain,2021-04-17,61334.0
Spain,2021-04-24,55460.0
Spain,2021-05-01,43331.0
Spain,2021-05-08,37391.0
Spain,2021-05-15,31654.0
Spain,2021-05-22,32205.0
Spain,2021-05-29,29323.0
Spain,2021-06-05,35619.0
Spain,2021-06-12,23842.0
Spain,2021-06-19,25021.0
Spain,2021-06-26,51405.0
Spain,2021-07-03,103324.0
Spain,2021-07-10,163030.0
Spain,2021-07-17,180207.0
Spain,2021-07-24,166615.0
Spain,2021-07-31,141088.0
Spain,2021-08-07,105408.0
Spain,2021-08-14,76913.0
Spain,2021-08-21,61356.0
Spain,2021-08-28,45946.0
Spain,2021-09-04,29706.0
Spain,2021-09-11,22085.0
Spain,2021-09-18,17055.0
Spain,2021-09-25,14527.0
Spain,2021-10-02,12491.0
Spain,2021-10-09,10767.0
Spain,2021-10-16,13346.0
Spain,2021-10-23,13416.0
Spain,2021-10-30,14491.0
Spain,2021-11-06,21517.0
Spain,2021-11-13,33507.0
Spain,2021-11-20,50349.0
Spain,2021-11-27,71946.0
Spain,2021-12-04,87315.0
Spain,2021-12-11,165337.0
Spain,2021-12-18,262480.0
Spain,2021-12-25,576738.0
Spain,2022-01-01,870161.0
Spain,2022-01-08,928130.0
Spain,2022-01-15,882422.0
Spain,2022-01-22,803672.0
Spain,2022-01-29,420586.0
Spain,2022-02-05,404484.0
Spain,2022-02-12,205022.0
Spain,2022-02-19,168302.0
Spain,2022-02-26,122904.0
Spain,2022-03-05,123546.0
Spain,2022-03-12,100663.0
Spain,2022-03-19,127039.0
Spain,2022-03-26,99898.0
Spain,2022-04-02,75913.0
Spain,2022-04-09,0.0
Turkey,2020-03-11,47.0
Turkey,2020-03-18,1825.0
Turkey,2020-03-25,11659.0
Turkey,2020-04-01,20578.0
Turkey,2020-04-08,31002.0
Turkey,2020-04-15,30480.0
Turkey,2020-04-22,19062.0
Turkey,2020-04-29,14838.0
Turkey,2020-05-06,11984.0
Turkey,2020-05-13,10140.0
Turkey,2020-05-20,7147.0
Turkey,2020-05-27,6793.0
Turkey,2020-06-03,6559.0
Turkey,2020-06-10,9184.0
Turkey,2020-06-17,8867.0
Turkey,2020-06-24,9741.0
Turkey,2020-07-01,7991.0
Turkey,2020-07-08,7096.0
Turkey,2020-07-15,6507.0
Turkey,2020-07-22,6482.0
Turkey,2020-07-29,6952.0
Turkey,2020-08-05,8246.0
Turkey,2020-08-12,8625.0
Turkey,2020-08-19,9389.0
Turkey,2020-08-26,10511.0
Turkey,2020-09-02,11565.0
Turkey,2020-09-09,11350.0
Turkey,2020-09-16,11682.0
Turkey,2020-09-23,10970.0
Turkey,2020-09-30,10285.0
Turkey,2020-10-07,11222.0
Turkey,2020-10-14,12634.0
Turkey,2020-10-21,14795.0
Turkey,2020-10-28,15910.0
Turkey,2020-11-04,17242.0
Turkey,2020-11-11,22053.0
Turkey,2020-11-18,39503.0
Turkey,2020-11-25,208041.0
Turkey,2020-12-02,224673.0
Turkey,2020-12-09,181592.0
Turkey,2020-12-16,164513.0
Turkey,2020-12-23,115620.0
Turkey,2020-12-30,91521.0
Turkey,2021-01-06,76184.0
Turkey,2021-01-13,53496.0
Turkey,2021-01-20,42569.0
Turkey,2021-01-27,50627.0
Turkey,2021-02-03,55218.0
Turkey,2021-02-10,53839.0
Turkey,2021-02-17,53599.0
Turkey,2021-02-24,67683.0
Turkey,2021-03-03,84071.0
Turkey,2021-03-10,104255.0
Turkey,2021-03-17,149878.0
Turkey,2021-03-24,216360.0
Turkey,2021-03-31,301305.0
Turkey,2021-04-07,383575.0
Turkey,2021-04-14,421864.0
Turkey,2021-04-21,325958.0
Turkey,2021-04-28,218536.0
Turkey,2021-05-05,130315.0
Turkey,2021-05-12,80052.0
Turkey,2021-05-19,63900.0
Turkey,2021-05-26,53131.0
Turkey,2021-06-02,43720.0
Turkey,2021-06-09,41792.0
Turkey,2021-06-16,39708.0
Turkey,2021-06-23,38420.0
Turkey,2021-06-30,34607.0
Turkey,2021-07-07,38481.0
Turkey,2021-07-14,52922.0
Turkey,2021-07-21,92012.0
Turkey,2021-07-28,157487.0
Turkey,2021-08-04,173203.0
Turkey,2021-08-11,149640.0
Turkey,2021-08-18,135203.0
Turkey,2021-08-25,134620.0
Turkey,2021-09-01,154323.0
Turkey,2021-09-08,168012.0
Turkey,2021-09-15,193619.0
Turkey,2021-09-22,191295.0
Turkey,2021-09-29,201299.0
Turkey,2021-10-06,212096.0
Turkey,2021-10-13,205404.0
Turkey,2021-10-20,194732.0
Turkey,2021-10-27,182351.0
Turkey,2021-11-03,196703.0
Turkey,2021-11-10,168954.0
Turkey,2021-11-17,167461.0
Turkey,2021-11-24,171008.0
Turkey,2021-12-01,148249.0
Turkey,2021-12-08,136615.0
Turkey,2021-12-15,129288.0
Turkey,2021-12-22,155659.0
Turkey,2021-12-29,286995.0
Turkey,2022-01-05,465560.0
Turkey,2022-01-12,473803.0
Turkey,2022-01-19,498736.0
Turkey,2022-01-26,631990.0
Turkey,2022-02-02,723628.0
Turkey,2022-02-09,633572.0
Turkey,2022-02-16,595898.0
Turkey,2022-02-23,473760.0
Turkey,2022-03-02,276297.0
Turkey,2022-03-09,175045.0
Turkey,2022-03-16,125593.0
Turkey,2022-03-23,104955.0
Turkey,2022-03-30,88360.0
Turkey,2022-04-06,52911.0
Turkey,2022-04-13,10656.0
United Kingdom,2020-01-31,9.0
United Kingdom,2020-02-07,8.0
United Kingdom,2020-02-14,5.0
United Kingdom,2020-02-21,22.0
United Kingdom,2020-02-28,250.0
United Kingdom,2020-03-06,1493.0
United Kingdom,2020-03-13,4719.0
United Kingdom,2020-03-20,14364.0
United Kingdom,2020-03-27,27562.0
United Kingdom,2020-04-03,33415.0
United Kingdom,2020-04-10,30350.0
United Kingdom,2020-04-17,33838.0
United Kingdom,2020-04-24,32039.0
United Kingdom,2020-05-01,25592.0
United Kingdom,2020-05-08,20403.0
United Kingdom,2020-05-15,17277.0
United Kingdom,2020-05-22,11682.0
United Kingdom,2020-05-29,9150.0
United Kingdom,2020-06-05,7040.0
United Kingdom,2020-06-12,6870.0
United Kingdom,2020-06-19,5515.0
United Kingdom,2020-06-26,2739.0
United Kingdom,2020-07-03,3852.0
United Kingdom,2020-07-10,4935.0
United Kingdom,2020-07-17,4596.0
United Kingdom,2020-07-24,5159.0
United Kingdom,2020-07-31,5837.0
United Kingdom,2020-08-07,6799.0
United Kingdom,2020-08-14,7364.0
United Kingdom,2020-08-21,8097.0
United Kingdom,2020-08-28,10051.0
United Kingdom,2020-09-04,17736.0
United Kingdom,2020-09-11,23487.0
United Kingdom,2020-09-18,34762.0
United Kingdom,2020-09-25,43829.0
United Kingdom,2020-10-02,101664.0
United Kingdom,2020-10-09,111855.0
United Kingdom,2020-10-16,136877.0
United Kingdom,2020-10-23,154925.0
United Kingdom,2020-10-30,157909.0
United Kingdom,2020-11-06,167089.0
United Kingdom,2020-11-13,163146.0
United Kingdom,2020-11-20,121376.0
United Kingdom,2020-11-27,99782.0
United Kingdom,2020-12-04,114066.0
United Kingdom,2020-12-11,161323.0
United Kingdom,2020-12-18,240527.0
United Kingdom,2020-12-25,300405.0
United Kingdom,2021-01-01,400811.0
United Kingdom,2021-01-08,370970.0
United Kingdom,2021-01-15,283462.0
United Kingdom,2021-01-22,200222.0
United Kingdom,2021-01-29,149014.0
United Kingdom,2021-02-05,106332.0
United Kingdom,2021-02-12,84651.0
United Kingdom,2021-02-19,71339.0
United Kingdom,2021-02-26,46804.0
United Kingdom,2021-03-05,40323.0
United Kingdom,2021-03-12,39207.0
United Kingdom,2021-03-19,38247.0
United Kingdom,2021-03-26,31141.0
United Kingdom,2021-04-02,20057.0
United Kingdom,2021-04-09,15518.0
United Kingdom,2021-04-16,17456.0
United Kingdom,2021-04-23,15812.0
United Kingdom,2021-04-30,14311.0
United Kingdom,2021-05-07,16080.0
United Kingdom,2021-05-14,12955.0
United Kingdom,2021-05-21,18462.0
United Kingdom,2021-05-28,26202.0
United Kingdom,2021-06-04,43126.0
United Kingdom,2021-06-11,57674.0
United Kingdom,2021-06-18,83997.0
United Kingdom,2021-06-25,144107.0
United Kingdom,2021-07-02,194970.0
United Kingdom,2021-07-09,259382.0
United Kingdom,2021-07-16,323131.0
United Kingdom,2021-07-23,200267.0
United Kingdom,2021-07-30,181504.0
United Kingdom,2021-08-06,197180.0
United Kingdom,2021-08-13,212993.0
United Kingdom,2021-08-20,236838.0
United Kingdom,2021-08-27,234440.0
United Kingdom,2021-09-03,269468.0
United Kingdom,2021-09-10,207184.0
United Kingdom,2021-09-17,227058.0
United Kingdom,2021-09-24,241379.0
United Kingdom,2021-10-01,239536.0
United Kingdom,2021-10-08,271348.0
United Kingdom,2021-10-15,324162.0
United Kingdom,2021-10-22,295386.0
United Kingdom,2021-10-29,272629.0
United Kingdom,2021-11-05,240940.0
United Kingdom,2021-11-12,274663.0
United Kingdom,2021-11-19,301013.0
United Kingdom,2021-11-26,309157.0
United Kingdom,2021-12-03,333422.0
United Kingdom,2021-12-10,438173.0
United Kingdom,2021-12-17,673724.0
United Kingdom,2021-12-24,981254.0
United Kingdom,2021-12-31,1271811.0
United Kingdom,2022-01-07,957083.0
United Kingdom,2022-01-14,647947.0
United Kingdom,2022-01-21,634694.0
United Kingdom,2022-01-28,517602.0
United Kingdom,2022-02-04,556983.0
United Kingdom,2022-02-11,339145.0
United Kingdom,2022-02-18,276092.0
United Kingdom,2022-02-25,304202.0
United Kingdom,2022-03-04,386428.0
United Kingdom,2022-03-11,548120.0
United Kingdom,2022-03-18,617257.0
United Kingdom,2022-03-25,536944.0
United Kingdom,2022-04-01,362326.0
United Kingdom,2022-04-08,241487.0
United States,2020-01-22,4.0
United States,2020-01-29,6.0
United States,2020-02-05,2.0
United States,2020-02-12,1.0
United States,2020-02-19,2.0
United States,2020-02-26,58.0
United States,2020-03-04,708.0
United States,2020-03-11,5730.0
United States,2020-03-18,50202.0
United States,2020-03-25,135365.0
United States,2020-04-01,218755.0
United States,2020-04-08,211659.0
